window_id,filename,window_num,label,label_text
Wearable EKG-Nano1.csv|w1,Wearable EKG-Nano1.csv,1,0,Normal
Wearable EKG-Nano1.csv|w2,Wearable EKG-Nano1.csv,2,0,Normal
Wearable EKG-Nano1.csv|w3,Wearable EKG-Nano1.csv,3,1,AFib
Wearable EKG-Nano1.csv|w4,Wearable EKG-Nano1.csv,4,1,AFib
Wearable EKG-Nano1.csv|w5,Wearable EKG-Nano1.csv,5,1,AFib
Wearable EKG-Nano1.csv|w6,Wearable EKG-Nano1.csv,6,0,Normal
Wearable EKG-Nano1.csv|w7,Wearable EKG-Nano1.csv,7,1,AFib
Wearable EKG-Nano1.csv|w8,Wearable EKG-Nano1.csv,8,0,Normal
Wearable EKG-Nano1.csv|w9,Wearable EKG-Nano1.csv,9,0,Normal
Wearable EKG-Nano1.csv|w10,Wearable EKG-Nano1.csv,10,1,AFib
Wearable EKG-Nano1.csv|w11,Wearable EKG-Nano1.csv,11,1,AFib
Wearable EKG-Nano1.csv|w12,Wearable EKG-Nano1.csv,12,0,Normal
Wearable EKG-Nano1.csv|w13,Wearable EKG-Nano1.csv,13,0,Normal
Wearable EKG-Nano1.csv|w14,Wearable EKG-Nano1.csv,14,0,Normal
Wearable EKG-Nano1.csv|w15,Wearable EKG-Nano1.csv,15,1,AFib
Wearable EKG-Nano1.csv|w16,Wearable EKG-Nano1.csv,16,1,AFib
Wearable EKG-Nano1.csv|w17,Wearable EKG-Nano1.csv,17,0,Normal
Wearable EKG-Nano1.csv|w18,Wearable EKG-Nano1.csv,18,0,Normal
Wearable EKG-Nano1.csv|w19,Wearable EKG-Nano1.csv,19,0,Normal
Wearable EKG-Nano1.csv|w20,Wearable EKG-Nano1.csv,20,0,Normal
Wearable EKG-Nano1.csv|w21,Wearable EKG-Nano1.csv,21,1,AFib
Wearable EKG-Nano1.csv|w22,Wearable EKG-Nano1.csv,22,1,AFib
Wearable EKG-Nano1.csv|w23,Wearable EKG-Nano1.csv,23,1,AFib
Wearable EKG-Nano1.csv|w24,Wearable EKG-Nano1.csv,24,1,AFib
Wearable EKG-Nano1.csv|w25,Wearable EKG-Nano1.csv,25,0,Normal
Wearable EKG-Nano1.csv|w26,Wearable EKG-Nano1.csv,26,1,AFib
Wearable EKG-Nano1.csv|w27,Wearable EKG-Nano1.csv,27,0,Normal
Wearable EKG-Nano1.csv|w28,Wearable EKG-Nano1.csv,28,0,Normal
Wearable EKG-Nano1.csv|w29,Wearable EKG-Nano1.csv,29,0,Normal
Wearable EKG-Nano1.csv|w30,Wearable EKG-Nano1.csv,30,0,Normal
Wearable EKG-Nano1.csv|w31,Wearable EKG-Nano1.csv,31,0,Normal
Wearable EKG-Nano1.csv|w32,Wearable EKG-Nano1.csv,32,0,Normal
Wearable EKG-Nano1.csv|w33,Wearable EKG-Nano1.csv,33,0,Normal
Wearable EKG-Nano1.csv|w34,Wearable EKG-Nano1.csv,34,0,Normal
Wearable EKG-Nano1.csv|w35,Wearable EKG-Nano1.csv,35,0,Normal
Wearable EKG-Nano1.csv|w36,Wearable EKG-Nano1.csv,36,0,Normal
Wearable EKG-Nano1.csv|w37,Wearable EKG-Nano1.csv,37,0,Normal
Wearable EKG-Nano1.csv|w38,Wearable EKG-Nano1.csv,38,1,AFib
Wearable EKG-Nano1.csv|w39,Wearable EKG-Nano1.csv,39,0,Normal
Wearable EKG-Nano1.csv|w40,Wearable EKG-Nano1.csv,40,0,Normal
Wearable EKG-Nano1.csv|w41,Wearable EKG-Nano1.csv,41,0,Normal
Wearable EKG-Nano1.csv|w42,Wearable EKG-Nano1.csv,42,0,Normal
Wearable EKG-Nano1.csv|w43,Wearable EKG-Nano1.csv,43,1,AFib
Wearable EKG-Nano1.csv|w44,Wearable EKG-Nano1.csv,44,1,AFib
Wearable EKG-Nano1.csv|w45,Wearable EKG-Nano1.csv,45,0,Normal
Wearable EKG-Nano1.csv|w46,Wearable EKG-Nano1.csv,46,0,Normal
Wearable EKG-Nano1.csv|w47,Wearable EKG-Nano1.csv,47,0,Normal
Wearable EKG-Nano1.csv|w48,Wearable EKG-Nano1.csv,48,0,Normal
Wearable EKG-Nano1.csv|w49,Wearable EKG-Nano1.csv,49,0,Normal
Wearable EKG-Nano1.csv|w50,Wearable EKG-Nano1.csv,50,0,Normal
Wearable EKG-Nano1.csv|w51,Wearable EKG-Nano1.csv,51,0,Normal
Wearable EKG-Nano1.csv|w52,Wearable EKG-Nano1.csv,52,1,AFib
Wearable EKG-Nano1.csv|w53,Wearable EKG-Nano1.csv,53,1,AFib
Wearable EKG-Nano1.csv|w54,Wearable EKG-Nano1.csv,54,1,AFib
Wearable EKG-Nano1.csv|w55,Wearable EKG-Nano1.csv,55,0,Normal
Wearable EKG-Nano10.csv|w1,Wearable EKG-Nano10.csv,1,1,AFib
Wearable EKG-Nano10.csv|w2,Wearable EKG-Nano10.csv,2,1,AFib
Wearable EKG-Nano10.csv|w3,Wearable EKG-Nano10.csv,3,1,AFib
Wearable EKG-Nano10.csv|w4,Wearable EKG-Nano10.csv,4,1,AFib
Wearable EKG-Nano10.csv|w5,Wearable EKG-Nano10.csv,5,0,Normal
Wearable EKG-Nano10.csv|w6,Wearable EKG-Nano10.csv,6,1,AFib
Wearable EKG-Nano10.csv|w7,Wearable EKG-Nano10.csv,7,0,Normal
Wearable EKG-Nano10.csv|w8,Wearable EKG-Nano10.csv,8,1,AFib
Wearable EKG-Nano10.csv|w9,Wearable EKG-Nano10.csv,9,0,Normal
Wearable EKG-Nano10.csv|w10,Wearable EKG-Nano10.csv,10,1,AFib
Wearable EKG-Nano10.csv|w11,Wearable EKG-Nano10.csv,11,1,AFib
Wearable EKG-Nano10.csv|w12,Wearable EKG-Nano10.csv,12,1,AFib
Wearable EKG-Nano10.csv|w13,Wearable EKG-Nano10.csv,13,1,AFib
Wearable EKG-Nano10.csv|w14,Wearable EKG-Nano10.csv,14,0,Normal
Wearable EKG-Nano10.csv|w15,Wearable EKG-Nano10.csv,15,1,AFib
Wearable EKG-Nano10.csv|w16,Wearable EKG-Nano10.csv,16,0,Normal
Wearable EKG-Nano10.csv|w17,Wearable EKG-Nano10.csv,17,1,AFib
Wearable EKG-Nano10.csv|w18,Wearable EKG-Nano10.csv,18,0,Normal
Wearable EKG-Nano10.csv|w19,Wearable EKG-Nano10.csv,19,0,Normal
Wearable EKG-Nano10.csv|w20,Wearable EKG-Nano10.csv,20,0,Normal
Wearable EKG-Nano10.csv|w21,Wearable EKG-Nano10.csv,21,0,Normal
Wearable EKG-Nano10.csv|w22,Wearable EKG-Nano10.csv,22,0,Normal
Wearable EKG-Nano10.csv|w23,Wearable EKG-Nano10.csv,23,0,Normal
Wearable EKG-Nano10.csv|w24,Wearable EKG-Nano10.csv,24,0,Normal
Wearable EKG-Nano10.csv|w25,Wearable EKG-Nano10.csv,25,1,AFib
Wearable EKG-Nano10.csv|w26,Wearable EKG-Nano10.csv,26,0,Normal
Wearable EKG-Nano10.csv|w27,Wearable EKG-Nano10.csv,27,0,Normal
Wearable EKG-Nano10.csv|w28,Wearable EKG-Nano10.csv,28,0,Normal
